Sample,Time_ms,Pressure_Pa
222,1721,102134
223,1732,102134
224,1737,102135
225,1747,102135
226,1752,102134
227,1763,102134
228,1767,102134
229,1778,102134
230,1783,102134
231,1793,102134
232,1798,102134
233,1809,102134
234,1814,102135
235,1824,102135
236,1829,102134
237,1840,102134
238,1845,102134
239,1855,102134
240,1860,102135
241,1871,102135
242,1875,102135
243,1886,102135
244,1891,102134
245,1902,102134
246,1906,102134
247,1917,102134
248,1922,102134
249,1932,102134
250,1937,102134
251,1948,102134
252,1953,102134
253,1963,102134
254,1968,102135
255,1979,102135
256,1984,102134
257,1994,102134
258,1999,102133
259,2010,102133
260,2014,102133
261,2025,102133
262,2030,102133
263,2041,102133
264,2045,102133
265,2056,102133
266,2061,102133
267,2071,102133
268,2076,102133
269,2087,102133
270,2092,102133
271,2102,102133
272,2107,102134
273,2118,102134
274,2123,102133
275,2133,102133
276,2138,102133
277,2149,102133
278,2153,102134
279,2164,102134
280,2169,102134
281,2180,102134
282,2184,102134
283,2195,102134
284,2200,102134
285,2211,102134
286,2215,102133
287,2226,102133
288,2231,102134
289,2242,102134
290,2246,102135
291,2257,102135
292,2262,102135
293,2272,102135
294,2277,102135
295,2288,102135
296,2293,102135
297,2303,102135
298,2308,102135
299,2319,102135
300,2324,102135
301,2334,102135
302,2339,102136
303,2350,102136
304,2354,102135
305,2365,102135
306,2370,102135
307,2381,102135
308,2385,102135
309,2396,102135
310,2401,102136
311,2411,102136
312,2416,102137
313,2427,102137
314,2432,102136
315,2442,102136
316,2447,102136
317,2458,102136
318,2463,102137
319,2473,102137
320,2478,102136
321,2489,102136
322,2493,102135
323,2504,102135
324,2509,102136
325,2520,102136
326,2524,102138
327,2535,102138
328,2540,102137
329,2550,102137
330,2555,102137
331,2566,102137
332,2571,102137
333,2581,102137
334,2586,102136
335,2597,102136
336,2602,102135
337,2612,102135
338,2617,102136
339,2628,102136
340,2632,102135
341,2643,102135
342,2648,102134
343,2659,102134
344,2663,102135
345,2674,102135
346,2679,102136
347,2689,102136
348,2694,102136
349,2705,102136
350,2710,102136
351,2720,102136
352,2725,102136
353,2736,102136
354,2740,102136
355,2751,102136
356,2756,102136
357,2767,102136
358,2771,102136
359,2782,102136
360,2787,102135
361,2797,102135
362,2802,102135
363,2813,102135
364,2818,102136
365,2828,102136
366,2833,102135
367,2844,102135
368,2849,102133
369,2859,102133
370,2864,102133
371,2875,102133
372,2879,102134
373,2890,102134
374,2895,102135
375,2906,102135
376,2910,102132
377,2921,102132
378,2926,102132
379,2936,102132
380,2941,102132
381,2952,102132
382,2957,102132
383,2967,102132
384,2972,102133
385,2983,102133
386,2988,102133
387,2998,102133
388,3003,102133
389,3014,102133
390,3018,102134
391,3029,102134
392,3034,102134
393,3045,102134
394,3049,102133
395,3060,102133
396,3065,102133
397,3075,102133
398,3080,102133
399,3091,102133
400,3096,102134
401,3106,102134
402,3111,102134
403,3122,102134
404,3127,102135
405,3137,102135
406,3142,102135
407,3153,102135
408,3157,102135
409,3168,102135
410,3173,102135
411,3183,102135
412,3188,102135
413,3199,102135
414,3204,102136
415,3214,102136
416,3219,102136
417,3230,102136
418,3235,102135
419,3245,102135
420,3250,102136
421,3261,102136
422,3265,102136
423,3276,102136
424,3281,102138
425,3292,102138
426,3296,102136
427,3307,102136
428,3312,102136
429,3322,102136
430,3327,102136
431,3338,102136
432,3343,102134
433,3353,102134
434,3358,102134
435,3369,102134
436,3374,102133
437,3384,102133
438,3389,102134
439,3400,102134
440,3404,102134
441,3415,102134
442,3420,102136
443,3431,102136
444,3435,102136
445,3446,102136
446,3451,102136
447,3461,102136
448,3466,102136
449,3477,102136
450,3482,102135
451,3492,102135
452,3497,102135
453,3508,102135
454,3513,102135
455,3523,102135
456,3528,102135
457,3539,102135
458,3543,102136
459,3554,102136
460,3559,102136
461,3570,102136
462,3574,102137
463,3585,102137
464,3590,102137
465,3600,102137
466,3605,102137
467,3616,102137
468,3621,102136
469,3631,102136
470,3636,102135
471,3647,102135
472,3652,102137
473,3662,102137
474,3667,102137
475,3678,102137
476,3682,102137
477,3693,102137
478,3698,102137
479,3708,102137
480,3713,102139
481,3724,102139
482,3729,102138
483,3739,102138
484,3744,102139
485,3755,102139
486,3760,102139
487,3770,102139
488,3775,102139
489,3786,102139
490,3791,102140
491,3801,102140
492,3806,102139
493,3817,102139
494,3821,102139
495,3832,102139
496,3837,102139
497,3847,102139
498,3852,102140
499,3863,102140
500,3911,102140
501,3921,102140
502,3926,102139
503,3937,102139
504,3942,102139
505,3952,102139
506,3957,102139
507,3968,102139
508,3972,102138
509,3983,102138
510,3988,102138
511,3999,102138
512,4003,102137
513,4014,102137
514,4019,102138
515,4029,102138
516,4034,102137
517,4045,102137
518,4050,102137
519,4060,102137
520,4065,102137
521,4076,102137
522,4081,102137
523,4091,102137
524,4096,102138
525,4107,102138
526,4111,102138
527,4122,102138
528,4127,102139
529,4137,102139
530,4142,102139
531,4153,102139
532,4158,102139
533,4168,102139
534,4173,102138
535,4184,102138
536,4189,102138
537,4199,102138
538,4204,102137
539,4215,102137
540,4219,102136
541,4230,102136
542,4235,102137
543,4246,102137
544,4250,102138
545,4261,102138
546,4266,102138
547,4276,102138
548,4281,102138
549,4292,102138
550,4297,102138
551,4307,102138
552,4312,102139
553,4323,102139
554,4328,102140
555,4338,102140
556,4343,102140
557,4354,102140
558,4358,102141
559,4369,102141
560,4374,102141
561,4385,102141
562,4389,102140
563,4400,102140
564,4405,102140
565,4415,102140
566,4420,102141
567,4431,102141
568,4436,102140
569,4446,102140
570,4451,102140
571,4462,102140
572,4467,102140
573,4477,102140
574,4482,102140
575,4493,102140
576,4497,102139
577,4508,102139
578,4513,102139
579,4524,102139
580,4528,102139
581,4539,102139
582,4544,102139
583,4554,102139
584,4559,102140
585,4570,102140
586,4575,102140
587,4585,102140
588,4590,102141
589,4601,102141
590,4606,102141
591,4616,102141
592,4621,102141
593,4632,102141
594,4636,102141
595,4647,102141
596,4652,102139
597,4663,102139
598,4667,102140
599,4678,102140
600,4683,102140
601,4693,102140
602,4698,102140
603,4709,102140
604,4714,102139
605,4724,102139
606,4729,102138
607,4740,102138
608,4745,102138
609,4755,102138
610,4760,102138
611,4771,102138
612,4775,102139
613,4786,102139
614,4791,102138
615,4802,102138
616,4806,102140
617,4817,102140
618,4822,102140
619,4832,102140
620,4837,102138
621,4848,102138
622,4853,102138
623,4863,102138
624,4868,102138
625,4879,102138
626,4884,102138
627,4894,102138
628,4899,102138
629,4910,102138
630,4914,102138
631,4925,102138
632,4930,102138
633,4941,102138
634,4945,102137
635,4956,102137
636,4961,102137
637,4971,102137
638,4976,102136
639,4987,102136
640,4992,102137
641,5002,102137
642,5007,102136
643,5018,102136
644,5023,102137
645,5033,102137
646,5038,102138
647,5049,102138
648,5053,102138
649,5064,102138
650,5069,102138
651,5079,102138
652,5084,102138
653,5095,102138
654,5100,102138
655,5110,102138
656,5115,102138
657,5126,102138
658,5131,102139
659,5141,102139
660,5146,102139
661,5157,102139
662,5161,102139
663,5172,102139
664,5177,102139
665,5188,102139
666,5192,102138
667,5203,102138
668,5208,102137
669,5218,102137
670,5223,102137
671,5234,102137
672,5239,102137
673,5249,102137
674,5254,102137
675,5265,102137
676,5270,102137
677,5280,102137
678,5285,102138
679,5296,102138
680,5300,102137
681,5311,102137
682,5316,102137
683,5327,102137
684,5331,102136
685,5342,102136
686,5347,102137
687,5357,102137
688,5362,102137
689,5373,102137
690,5378,102137
691,5388,102137
692,5393,102136
693,5404,102136
694,5408,102136
695,5419,102136
696,5424,102137
697,5435,102137
698,5439,102136
699,5450,102136
700,5455,102137
701,5465,102137
702,5470,102136
703,5481,102136
704,5486,102136
705,5496,102136
706,5501,102137
707,5512,102137
708,5517,102137
709,5527,102137
710,5532,102137
711,5543,102137
712,5547,102137
713,5558,102137
714,5563,102137
715,5574,102137
716,5578,102138
717,5589,102138
718,5594,102138
719,5604,102138
720,5609,102137
721,5620,102137
722,5625,102137
723,5635,102137
724,5640,102135
725,5651,102135
726,5656,102136
727,5666,102136
728,5671,102137
729,5682,102137
730,5687,102137
731,5697,102137
732,5702,102137
733,5713,102137
734,5717,102136
735,5728,102136
736,5733,102137
737,5743,102137
738,5748,102136
739,5759,102136
740,5764,102136
741,5774,102136
742,5779,102137
743,5790,102137
744,5795,102138
745,5805,102138
746,5810,102138
747,5821,102138
748,5825,102138
749,5836,102138
750,5841,102137
751,5852,102137
752,5856,102138
753,5867,102138
754,5872,102138
755,5882,102138
