Sample,Time_ms,Pressure_Pa
8641,67504,102141
8642,67509,102141
8643,67520,102141
8644,67525,102140
8645,67535,102140
8646,67540,102140
8647,67551,102140
8648,67555,102140
8649,67566,102140
8650,67571,102140
8651,67581,102140
8652,67586,102141
8653,67597,102141
8654,67602,102141
8655,67612,102141
8656,67617,102141
8657,67628,102141
8658,67633,102142
8659,67643,102142
8660,67648,102142
8661,67659,102142
8662,67664,102141
8663,67674,102141
8664,67679,102141
8665,67690,102141
8666,67694,102141
8667,67705,102141
8668,67710,102142
8669,67720,102142
8670,67725,102142
8671,67736,102142
8672,67741,102142
8673,67751,102142
8674,67756,102142
8675,67767,102142
8676,67772,102142
8677,67782,102142
8678,67787,102142
8679,67798,102142
8680,67803,102141
8681,67813,102141
8682,67818,102141
8683,67829,102141
8684,67833,102141
8685,67844,102141
8686,67849,102141
8687,67859,102141
8688,67864,102141
8689,67875,102141
8690,67880,102142
8691,67890,102142
8692,67895,102141
8693,67906,102141
8694,67911,102140
8695,67921,102140
8696,67926,102140
8697,67937,102140
8698,67941,102140
8699,67952,102140
8700,67957,102139
8701,67968,102139
